display_date,hour_int,display_loc,display_event,predicted_count
2026-01-10,10,Fruit Feeding Centre,General Visit,112
2026-01-10,10,Milk Feeding Nursery,Closed,112
2026-01-10,10,Museum,General Visit,112
2026-01-10,10,Souvenir Shop,General Visit,112
2026-01-10,11,Main Entrance,Entry,97
2026-01-10,11,Elephant Bathing Area,River Bathing,97
2026-01-10,11,Fruit Feeding Centre,General Visit,97
2026-01-10,11,Milk Feeding Nursery,Closed,97
2026-01-10,11,Museum,General Visit,97
2026-01-10,11,Souvenir Shop,General Visit,97
2026-01-10,12,Main Entrance,Entry,79
2026-01-10,12,Elephant Bathing Area,River Observation,79
2026-01-10,12,Fruit Feeding Centre,General Visit,79
2026-01-10,12,Milk Feeding Nursery,Closed,79
2026-01-10,12,Museum,General Visit,79
2026-01-10,12,Souvenir Shop,General Visit,79
2026-01-10,13,Main Entrance,Entry,100
2026-01-10,13,Elephant Bathing Area,River Observation,100
2026-01-10,13,Fruit Feeding Centre,General Visit,100
2026-01-10,13,Milk Feeding Nursery,Bottle Feeding,100
2026-01-10,13,Museum,General Visit,100
2026-01-10,13,Souvenir Shop,General Visit,100
2026-01-10,14,Main Entrance,Entry,97
2026-01-10,14,Elephant Bathing Area,River Bathing,97
2026-01-10,14,Fruit Feeding Centre,General Visit,97
2026-01-10,14,Milk Feeding Nursery,Closed,97
2026-01-10,14,Museum,General Visit,97
2026-01-10,14,Souvenir Shop,General Visit,97
2026-01-10,15,Main Entrance,Entry,104
2026-01-10,15,Elephant Bathing Area,River Bathing,104
2026-01-10,15,Fruit Feeding Centre,General Visit,104
2026-01-10,15,Milk Feeding Nursery,Closed,104
2026-01-10,15,Museum,General Visit,104
2026-01-10,15,Souvenir Shop,General Visit,104
2026-01-10,16,Main Entrance,Entry,158
2026-01-10,16,Elephant Bathing Area,River Observation,158
2026-01-10,16,Fruit Feeding Centre,General Visit,158
2026-01-10,16,Milk Feeding Nursery,Closed,158
2026-01-10,16,Museum,General Visit,158
2026-01-10,16,Souvenir Shop,General Visit,158
2026-01-10,17,Main Entrance,Entry,128
2026-01-10,17,Elephant Bathing Area,River Observation,128
2026-01-10,17,Fruit Feeding Centre,General Visit,128
2026-01-10,17,Milk Feeding Nursery,Bottle Feeding,128
2026-01-10,17,Museum,General Visit,128
2026-01-10,17,Souvenir Shop,General Visit,128
2026-01-11,8,Main Entrance,Entry,114
2026-01-11,8,Elephant Bathing Area,River Observation,114
2026-01-11,8,Fruit Feeding Centre,General Visit,114
2026-01-11,8,Milk Feeding Nursery,Closed,114
2026-01-11,8,Museum,General Visit,114
2026-01-11,8,Souvenir Shop,General Visit,114
2026-01-11,9,Main Entrance,Entry,227
2026-01-11,9,Elephant Bathing Area,River Observation,227
2026-01-11,9,Fruit Feeding Centre,General Visit,227
2026-01-11,9,Milk Feeding Nursery,Bottle Feeding,227
2026-01-11,9,Museum,General Visit,227
2026-01-11,9,Souvenir Shop,General Visit,227
2026-01-11,10,Main Entrance,Entry,229
2026-01-11,10,Elephant Bathing Area,River Bathing,229
2026-01-11,10,Fruit Feeding Centre,General Visit,229
2026-01-11,10,Milk Feeding Nursery,Closed,229
2026-01-11,10,Museum,General Visit,229
2026-01-11,10,Souvenir Shop,General Visit,229
2026-01-11,11,Main Entrance,Entry,245
2026-01-11,11,Elephant Bathing Area,River Bathing,245
2026-01-11,11,Fruit Feeding Centre,General Visit,245
2026-01-11,11,Milk Feeding Nursery,Closed,245
2026-01-11,11,Museum,General Visit,245
2026-01-11,11,Souvenir Shop,General Visit,245
2026-01-11,12,Main Entrance,Entry,128
2026-01-11,12,Elephant Bathing Area,River Observation,128
2026-01-11,12,Fruit Feeding Centre,General Visit,128
2026-01-11,12,Milk Feeding Nursery,Closed,128
2026-01-11,12,Museum,General Visit,128
2026-01-11,12,Souvenir Shop,General Visit,128
2026-01-11,13,Main Entrance,Entry,177
2026-01-11,13,Elephant Bathing Area,River Observation,177
2026-01-11,13,Fruit Feeding Centre,General Visit,177
2026-01-11,13,Milk Feeding Nursery,Bottle Feeding,177
2026-01-11,13,Museum,General Visit,177
2026-01-11,13,Souvenir Shop,General Visit,177
2026-01-11,14,Main Entrance,Entry,163
2026-01-11,14,Elephant Bathing Area,River Bathing,163
2026-01-11,14,Fruit Feeding Centre,General Visit,163
2026-01-11,14,Milk Feeding Nursery,Closed,163
2026-01-11,14,Museum,General Visit,163
2026-01-11,14,Souvenir Shop,General Visit,163
2026-01-11,15,Main Entrance,Entry,139
2026-01-11,15,Elephant Bathing Area,River Bathing,139
2026-01-11,15,Fruit Feeding Centre,General Visit,139
2026-01-11,15,Milk Feeding Nursery,Closed,139
2026-01-11,15,Museum,General Visit,139
2026-01-11,15,Souvenir Shop,General Visit,139
2026-01-11,16,Main Entrance,Entry,335
2026-01-11,16,Elephant Bathing Area,River Observation,335
2026-01-11,16,Fruit Feeding Centre,General Visit,335
2026-01-11,16,Milk Feeding Nursery,Closed,335
2026-01-11,16,Museum,General Visit,335
2026-01-11,16,Souvenir Shop,General Visit,335
2026-01-11,17,Main Entrance,Entry,149
2026-01-11,17,Elephant Bathing Area,River Observation,149
2026-01-11,17,Fruit Feeding Centre,General Visit,149
2026-01-11,17,Milk Feeding Nursery,Bottle Feeding,149
2026-01-11,17,Museum,General Visit,149
2026-01-11,17,Souvenir Shop,General Visit,149
2026-01-12,8,Main Entrance,Entry,58
2026-01-12,8,Elephant Bathing Area,River Observation,58
2026-01-12,8,Fruit Feeding Centre,General Visit,58
2026-01-12,8,Milk Feeding Nursery,Closed,58
2026-01-12,8,Museum,General Visit,58
2026-01-12,8,Souvenir Shop,General Visit,58
2026-01-12,9,Main Entrance,Entry,95
2026-01-12,9,Elephant Bathing Area,River Observation,95
2026-01-12,9,Fruit Feeding Centre,General Visit,95
2026-01-12,9,Milk Feeding Nursery,Bottle Feeding,95
2026-01-12,9,Museum,General Visit,95
2026-01-12,9,Souvenir Shop,General Visit,95
2026-01-12,10,Main Entrance,Entry,116
2026-01-12,10,Elephant Bathing Area,River Bathing,116
2026-01-12,10,Fruit Feeding Centre,General Visit,116
2026-01-12,10,Milk Feeding Nursery,Closed,116
2026-01-12,10,Museum,General Visit,116
2026-01-12,10,Souvenir Shop,General Visit,116
2026-01-12,11,Main Entrance,Entry,112
2026-01-12,11,Elephant Bathing Area,River Bathing,112
2026-01-12,11,Fruit Feeding Centre,General Visit,112
2026-01-12,11,Milk Feeding Nursery,Closed,112
2026-01-12,11,Museum,General Visit,112
2026-01-12,11,Souvenir Shop,General Visit,112
2026-01-12,12,Main Entrance,Entry,61
2026-01-12,12,Elephant Bathing Area,River Observation,61
2026-01-12,12,Fruit Feeding Centre,General Visit,61
2026-01-12,12,Milk Feeding Nursery,Closed,61
2026-01-12,12,Museum,General Visit,61
2026-01-12,12,Souvenir Shop,General Visit,61
2026-01-12,13,Main Entrance,Entry,98
2026-01-12,13,Elephant Bathing Area,River Observation,98
2026-01-12,13,Fruit Feeding Centre,General Visit,98
2026-01-12,13,Milk Feeding Nursery,Bottle Feeding,98
2026-01-12,13,Museum,General Visit,98
2026-01-12,13,Souvenir Shop,General Visit,98
2026-01-12,14,Main Entrance,Entry,77
2026-01-12,14,Elephant Bathing Area,River Bathing,77
2026-01-12,14,Fruit Feeding Centre,General Visit,77
2026-01-12,14,Milk Feeding Nursery,Closed,77
2026-01-12,14,Museum,General Visit,77
2026-01-12,14,Souvenir Shop,General Visit,77
2026-01-12,15,Main Entrance,Entry,76
2026-01-12,15,Elephant Bathing Area,River Bathing,76
2026-01-12,15,Fruit Feeding Centre,General Visit,76
2026-01-12,15,Milk Feeding Nursery,Closed,76
2026-01-12,15,Museum,General Visit,76
2026-01-12,15,Souvenir Shop,General Visit,76
2026-01-12,16,Main Entrance,Entry,152
2026-01-12,16,Elephant Bathing Area,River Observation,152
2026-01-12,16,Fruit Feeding Centre,General Visit,152
2026-01-12,16,Milk Feeding Nursery,Closed,152
2026-01-12,16,Museum,General Visit,152
2026-01-12,16,Souvenir Shop,General Visit,152
2026-01-12,17,Main Entrance,Entry,100
2026-01-12,17,Elephant Bathing Area,River Observation,100
2026-01-12,17,Fruit Feeding Centre,General Visit,100
2026-01-12,17,Milk Feeding Nursery,Bottle Feeding,100
2026-01-12,17,Museum,General Visit,100
2026-01-12,17,Souvenir Shop,General Visit,100
2026-01-13,8,Main Entrance,Entry,68
2026-01-13,8,Elephant Bathing Area,River Observation,68
2026-01-13,8,Fruit Feeding Centre,General Visit,68
2026-01-13,8,Milk Feeding Nursery,Closed,68
2026-01-13,8,Museum,General Visit,68
2026-01-13,8,Souvenir Shop,General Visit,68
2026-01-13,9,Main Entrance,Entry,116
2026-01-13,9,Elephant Bathing Area,River Observation,116
2026-01-13,9,Fruit Feeding Centre,General Visit,116
2026-01-13,9,Milk Feeding Nursery,Bottle Feeding,116
2026-01-13,9,Museum,General Visit,116
2026-01-13,9,Souvenir Shop,General Visit,116
2026-01-13,10,Main Entrance,Entry,117
2026-01-13,10,Elephant Bathing Area,River Bathing,117
2026-01-13,10,Fruit Feeding Centre,General Visit,117
2026-01-13,10,Milk Feeding Nursery,Closed,117
2026-01-13,10,Museum,General Visit,117
2026-01-13,10,Souvenir Shop,General Visit,117
2026-01-13,11,Main Entrance,Entry,112
2026-01-13,11,Elephant Bathing Area,River Bathing,112
2026-01-13,11,Fruit Feeding Centre,General Visit,112
2026-01-13,11,Milk Feeding Nursery,Closed,112
2026-01-13,11,Museum,General Visit,112
2026-01-13,11,Souvenir Shop,General Visit,112
2026-01-13,12,Main Entrance,Entry,75
2026-01-13,12,Elephant Bathing Area,River Observation,75
2026-01-13,12,Fruit Feeding Centre,General Visit,75
2026-01-13,12,Milk Feeding Nursery,Closed,75
2026-01-13,12,Museum,General Visit,75
2026-01-13,12,Souvenir Shop,General Visit,75
2026-01-13,13,Main Entrance,Entry,110
2026-01-13,13,Elephant Bathing Area,River Observation,110
2026-01-13,13,Fruit Feeding Centre,General Visit,110
2026-01-13,13,Milk Feeding Nursery,Bottle Feeding,110
2026-01-13,13,Museum,General Visit,110
2026-01-13,13,Souvenir Shop,General Visit,110
2026-01-13,14,Main Entrance,Entry,98
2026-01-13,14,Elephant Bathing Area,River Bathing,98
2026-01-13,14,Fruit Feeding Centre,General Visit,98
2026-01-13,14,Milk Feeding Nursery,Closed,98
2026-01-13,14,Museum,General Visit,98
2026-01-13,14,Souvenir Shop,General Visit,98
2026-01-13,15,Main Entrance,Entry,81
2026-01-13,15,Elephant Bathing Area,River Bathing,81
2026-01-13,15,Fruit Feeding Centre,General Visit,81
2026-01-13,15,Milk Feeding Nursery,Closed,81
2026-01-13,15,Museum,General Visit,81
2026-01-13,15,Souvenir Shop,General Visit,81
2026-01-13,16,Main Entrance,Entry,173
2026-01-13,16,Elephant Bathing Area,River Observation,173
2026-01-13,16,Fruit Feeding Centre,General Visit,173
2026-01-13,16,Milk Feeding Nursery,Closed,173
2026-01-13,16,Museum,General Visit,173
2026-01-13,16,Souvenir Shop,General Visit,173
2026-01-13,17,Main Entrance,Entry,126
2026-01-13,17,Elephant Bathing Area,River Observation,126
2026-01-13,17,Fruit Feeding Centre,General Visit,126
2026-01-13,17,Milk Feeding Nursery,Bottle Feeding,126
2026-01-13,17,Museum,General Visit,126
2026-01-13,17,Souvenir Shop,General Visit,126
2026-01-14,8,Main Entrance,Entry,67
2026-01-14,8,Elephant Bathing Area,River Observation,67
2026-01-14,8,Fruit Feeding Centre,General Visit,67
2026-01-14,8,Milk Feeding Nursery,Closed,67
2026-01-14,8,Museum,General Visit,67
2026-01-14,8,Souvenir Shop,General Visit,67
2026-01-14,9,Main Entrance,Entry,128
2026-01-14,9,Elephant Bathing Area,River Observation,128
2026-01-14,9,Fruit Feeding Centre,General Visit,128
2026-01-14,9,Milk Feeding Nursery,Bottle Feeding,128
2026-01-14,9,Museum,General Visit,128
2026-01-14,9,Souvenir Shop,General Visit,128
2026-01-14,10,Main Entrance,Entry,113
2026-01-14,10,Elephant Bathing Area,River Bathing,113
2026-01-14,10,Fruit Feeding Centre,General Visit,113
2026-01-14,10,Milk Feeding Nursery,Closed,113
2026-01-14,10,Museum,General Visit,113
2026-01-14,10,Souvenir Shop,General Visit,113
2026-01-14,11,Main Entrance,Entry,111
2026-01-14,11,Elephant Bathing Area,River Bathing,111
2026-01-14,11,Fruit Feeding Centre,General Visit,111
2026-01-14,11,Milk Feeding Nursery,Closed,111
2026-01-14,11,Museum,General Visit,111
2026-01-14,11,Souvenir Shop,General Visit,111
2026-01-14,12,Main Entrance,Entry,62
2026-01-14,12,Elephant Bathing Area,River Observation,62
2026-01-14,12,Fruit Feeding Centre,General Visit,62
2026-01-14,12,Milk Feeding Nursery,Closed,62
2026-01-14,12,Museum,General Visit,62
2026-01-14,12,Souvenir Shop,General Visit,62
2026-01-14,13,Main Entrance,Entry,117
2026-01-14,13,Elephant Bathing Area,River Observation,117
2026-01-14,13,Fruit Feeding Centre,General Visit,117
2026-01-14,13,Milk Feeding Nursery,Bottle Feeding,117
2026-01-14,13,Museum,General Visit,117
2026-01-14,13,Souvenir Shop,General Visit,117
2026-01-14,14,Main Entrance,Entry,103
2026-01-14,14,Elephant Bathing Area,River Bathing,103
2026-01-14,14,Fruit Feeding Centre,General Visit,103
2026-01-14,14,Milk Feeding Nursery,Closed,103
2026-01-14,14,Museum,General Visit,103
2026-01-14,14,Souvenir Shop,General Visit,103
2026-01-14,15,Main Entrance,Entry,82
2026-01-14,15,Elephant Bathing Area,River Bathing,82
2026-01-14,15,Fruit Feeding Centre,General Visit,82
2026-01-14,15,Milk Feeding Nursery,Closed,82
2026-01-14,15,Museum,General Visit,82
2026-01-14,15,Souvenir Shop,General Visit,82
2026-01-14,16,Main Entrance,Entry,169
2026-01-14,16,Elephant Bathing Area,River Observation,169
2026-01-14,16,Fruit Feeding Centre,General Visit,169
2026-01-14,16,Milk Feeding Nursery,Closed,169
2026-01-14,16,Museum,General Visit,169
2026-01-14,16,Souvenir Shop,General Visit,169
2026-01-14,17,Main Entrance,Entry,128
2026-01-14,17,Elephant Bathing Area,River Observation,128
2026-01-14,17,Fruit Feeding Centre,General Visit,128
2026-01-14,17,Milk Feeding Nursery,Bottle Feeding,128
2026-01-14,17,Museum,General Visit,128
2026-01-14,17,Souvenir Shop,General Visit,128
